chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.29690638,0.07441629,1453.8005483631198,2052.4771211643997,2975.6620065789475,0.047678522478070175,-372.49387,112.08165,30.7642,14.683688,8.68527,12.747283,11.957817,8.314965,3.909889,1.9553779,-2.7123528,-2.6612308,-6.539369,0.1359194,-5.248608,-6.993403,-16.8972,-13.752157,-9.528914,1.0092663,addhatrital
0.24710652,0.09121382,1140.4635805889357,1823.1780316978122,1958.9607238769531,0.04529995388454861,-357.78842,130.27933,42.225956,17.991013,3.1007364,-1.0345874,0.44083297,-0.10011763,0.27434027,0.8129308,-4.164877,-1.6544821,-6.555921,0.85348475,-3.8617265,-1.6720213,-4.7618804,-6.601371,-12.749515,-9.0604105,addhatrital
0.25097263,0.08808406,1222.1611110597087,1871.659484260646,2158.2550048828125,0.047965155707465276,-361.27087,124.812256,38.793938,15.570441,1.4152453,0.2233785,2.4903822,3.021612,2.8276622,1.3051322,-3.6708767,-0.7854917,-5.3075852,2.0718026,-5.1803064,-3.1228645,-8.506147,-11.7107935,-11.933308,-4.5941677,addhatrital
0.26125836,0.08234453,1266.110860673666,1921.3706232928068,2314.1417176573427,0.045427229020979024,-364.46307,123.38027,39.372444,15.215146,1.2757024,0.9139001,4.083149,5.254444,3.1778116,0.9022719,-3.4381206,-0.43887368,-4.39103,0.6935371,-7.800254,-4.959384,-11.385209,-10.555928,-5.417278,-0.7562161,addhatrital
0.29926354,0.100267656,1101.664205535844,1679.0363649607175,1696.354278146404,0.05227061929223744,-337.73096,137.27586,32.973125,10.44898,0.7663293,2.8798811,7.19557,4.465808,-2.7482378,-3.7297814,-7.7733593,-2.113631,-3.3285615,-1.5672312,-8.26775,-7.1269803,-8.003308,0.39073393,-0.5950882,-1.676884,addhatrital
0.30513772,0.09718761,1109.5508127558728,1712.5345517983124,1819.109122983871,0.05019621255760369,-340.29248,135.69081,32.75016,11.078307,1.2879089,4.6521683,8.544871,4.619989,-1.8102415,-2.4658365,-6.1502814,0.16357675,-4.0182266,-2.3802063,-9.455327,-6.31446,-4.4221935,1.0610071,-2.892905,-4.147183,addhatrital
0.3137652,0.0970029,1129.193938870611,1714.8249116979398,1797.377457157258,0.05083300331221198,-343.49506,132.31657,31.540314,12.246242,2.810657,6.3249617,9.321469,3.4015565,-2.2467551,-2.039705,-4.226994,1.8316327,-5.797888,-4.7263722,-10.951728,-3.487164,-1.3216693,1.3403205,-4.8345346,-4.738162,addhatrital
0.30562073,0.09734452,1160.5154628217715,1730.3216204322732,1942.904537671233,0.050944010416666664,-341.93857,129.3838,29.509817,13.408426,3.8887842,9.721396,10.638426,2.8468106,-2.2870088,-2.3853006,-3.2909532,1.9449364,-7.1037083,-5.602801,-10.7213745,-1.3652235,-0.93807393,-1.2863595,-5.41852,-5.557837,addhatrital
0.28059328,0.09564659,1182.9259496825064,1763.166273690339,2000.5536479334678,0.050553985455069124,-343.06738,128.38605,29.505579,12.520551,4.1152287,9.110554,9.356453,2.7193255,-0.8345196,-0.22709209,-1.2447114,0.6634413,-10.3081255,-6.4835463,-8.268583,2.2315466,-1.9645588,-4.0520587,-8.895852,-11.294576,addhatrital
0.26947346,0.09488749,1194.8277117104622,1784.0404384383917,2062.651570638021,0.048882378472222224,-345.8661,126.625694,29.111849,12.279148,5.0661845,10.871111,11.122377,4.419685,0.095888406,-0.07849093,-1.8132067,-1.6456741,-11.137309,-4.660309,-5.535205,2.656296,-6.4030604,-8.525393,-12.810423,-16.193102,addhatrital
0.298161,0.045101903,2280.158171358317,2604.117900021785,4987.230112854863,0.09116589183538733,-410.79434,86.418076,32.83532,12.495607,6.5052285,7.113351,6.198951,4.500974,1.7057247,3.514338,0.5833668,2.3948786,-2.0126288,2.2467797,-1.9793688,-1.917496,-10.053904,-10.642614,-11.369866,-7.567991,addhatrital
0.2917803,0.0916385,1269.3992641325797,1842.807805807741,2322.9939778645835,0.05224157262731482,-348.14792,123.61838,28.671608,13.190929,5.5209064,11.608207,11.372746,5.730073,2.5608263,1.1846482,-2.8426046,-4.0323734,-10.258289,-1.6398286,-3.567508,-0.63073707,-12.628664,-13.937287,-16.207382,-13.413497,addhatrital
0.315734,0.09247068,1273.0272981848736,1849.8519894001918,2326.0867096656975,0.05132857921511628,-349.74008,120.94359,28.74663,14.500999,7.3965087,13.515743,12.306312,6.913575,3.0744507,0.59003603,-4.7431917,-6.1448865,-9.352687,0.93013513,-4.8070474,-7.6805058,-18.382448,-12.795823,-9.378883,-0.20355324,addhatrital
0.25945622,0.10899666,1030.0961547812674,1650.2999102741626,1533.1739856350807,0.04803157402073733,-336.21558,139.63025,39.474438,15.766127,1.3725342,-1.897259,1.0174474,-1.1596787,-1.4110597,1.1747161,-4.6328826,-3.2802498,-8.843304,-2.0786114,-4.805906,-1.1485397,-2.9156072,-1.2293742,-10.322977,-10.797835,addhatrital
0.26254106,0.10689735,1062.1045569638218,1699.456334977535,1640.1453818044354,0.04643172163018433,-335.48154,137.31198,37.552082,15.451355,0.7677033,-1.319632,1.9733661,1.5689156,2.6514328,1.53864,-4.78085,-2.2164009,-8.049616,-0.009644082,-4.4705696,-2.0759134,-5.175805,-7.7344513,-15.227991,-10.5292225,addhatrital
0.27325627,0.10528799,1072.3696932079479,1702.8893354025806,1651.4272054036458,0.046497486255787035,-338.8826,135.58427,37.667084,15.427991,0.5303548,-0.06003825,3.6086767,3.355283,2.7675002,-0.2529252,-5.0956883,-1.8481773,-6.1156096,1.622106,-6.1683803,-3.1409557,-8.651981,-12.557662,-13.613578,-4.0109005,addhatrital
0.29033723,0.10304871,1113.5361625033752,1719.1738170684628,1800.9857457712155,0.04992115825688073,-337.06622,134.91837,35.38898,14.636392,-0.15673016,1.1210518,4.83279,4.852515,3.2753146,-1.6699958,-5.141747,-1.7567128,-4.5779996,0.9514507,-9.621556,-5.364503,-12.447,-11.619222,-6.3878965,-0.2366832,addhatrital
0.319631,0.112284034,1103.4624818722857,1644.4017134811818,1689.132967862216,0.05293690074573864,-318.6111,142.66959,29.729828,8.623061,-0.19103657,2.52751,7.7541103,3.75552,-3.345027,-4.522484,-8.248712,-2.6444612,-3.4528136,-2.1773531,-9.487949,-8.388135,-9.276569,0.51202744,-1.5107276,-1.7952123,addhatrital
0.31759268,0.11344306,1038.880593783242,1612.5541565561032,1604.3459805575285,0.04651988636363636,-314.57236,145.15233,28.593971,11.737485,2.4130576,6.3265505,11.079708,5.994608,-0.5375216,-2.1571693,-5.6676774,1.4460812,-2.6058319,-1.7913749,-10.599543,-7.0590444,-5.287197,2.3921354,-2.5740263,-2.9092367,addhatrital
0.33047116,0.11100815,1089.0938284720269,1632.8992206317257,1657.8091325431035,0.051078708692528736,-323.30508,138.39609,26.128664,11.143268,2.2177691,7.153296,10.752564,3.340661,-1.8353047,-2.6810358,-4.169023,1.6834736,-6.6664553,-7.2814336,-14.120142,-5.5187426,-2.3325405,1.2820427,-4.46973,-3.308337,addhatrital
0.3060519,0.11168322,1078.0237429268832,1615.0174011643294,1718.572366648707,0.04955212823275862,-323.89252,136.99692,25.639006,13.382323,3.5055408,8.464131,10.163072,1.1961974,-2.4093158,-3.0840425,-2.4346507,1.1602709,-9.205074,-8.916184,-13.02691,-1.6350887,-0.3340309,-0.19428541,-6.051819,-5.271503,addhatrital
0.32661873,0.045528375,2392.54679296428,2649.510901354877,5158.693791282749,0.10553900005550622,-409.9596,82.49685,32.87098,11.829441,7.37278,8.496444,7.5094395,6.2138853,2.826052,3.91468,-0.50083345,0.6589244,-3.6797295,1.1170995,-4.513277,-6.3436856,-13.239839,-9.146705,-5.043194,3.1567142,addhatrital
0.28350914,0.11216497,1099.1031968387108,1630.701825023555,1693.9660573970375,0.05000790281791907,-323.05005,136.31787,25.519066,12.29291,2.5727232,8.841714,9.354258,1.1856157,-1.1136659,-2.3805368,-1.5650704,-0.8937025,-11.695182,-8.374208,-9.457754,2.56546,-2.084853,-3.392965,-9.343831,-10.601213,addhatrital
0.27233738,0.111283526,1103.7674851901688,1648.280632257243,1745.5039800599563,0.04867766624273256,-324.3827,134.7403,24.705555,12.410205,3.9302304,10.383655,11.365711,2.4933994,0.13738142,-1.9455087,-2.006996,-3.954223,-13.491892,-6.3025727,-5.859926,3.216809,-6.251797,-7.888287,-13.107745,-15.54698,addhatrital
0.29806194,0.10639995,1148.9618182559057,1697.043400083943,1929.0887204208816,0.048483787933526014,-323.64795,132.43439,22.990326,13.337755,3.885568,11.695156,11.186845,4.434685,2.6551807,-0.7611487,-3.6015053,-6.7651114,-12.018048,-2.4037764,-2.998073,0.7148101,-13.069441,-12.749017,-16.27253,-13.038801,addhatrital
0.32829928,0.10661822,1182.2009816551044,1723.6203537318845,2010.9895739252167,0.049686145231213875,-329.0466,128.57643,24.573837,14.615,6.078999,13.379781,12.538239,5.9610496,3.0424304,-1.5594376,-6.0221667,-9.18157,-11.095874,0.41384244,-3.8491297,-7.277045,-18.669378,-11.979143,-9.439782,-0.01337058,addhatrital
0.29586205,0.1195617,985.3393043228024,1543.5410459638995,1429.927734375,0.048780691964285715,-317.8741,148.85832,35.208633,14.575214,-0.22296631,-1.7375237,0.4624367,-2.1018445,-0.08273956,-0.04124088,-5.2431555,-3.6319344,-8.98732,-2.27255,-3.8521798,-1.1849937,-3.4431195,-0.64586973,-12.355515,-11.97709,addhatrital
0.2765999,0.12566768,957.5686151216677,1527.6827921466374,1377.004775559971,0.047289897940751446,-315.58075,148.12827,34.555542,14.537459,-1.5570474,-2.3440957,0.3803718,-0.37874785,2.0875516,-0.58340853,-5.4023514,-3.3190353,-7.828647,0.18324982,-3.8633943,-1.8864683,-5.3820157,-7.7008376,-16.871347,-11.015206,addhatrital
0.2959431,0.12133154,1005.1243863774822,1573.3868813505321,1476.2068731936415,0.04811122651734104,-318.28973,144.12791,32.78567,14.099409,-1.4338049,-0.48376676,3.6028862,2.1162596,3.2659037,-2.1201568,-5.6701245,-2.9186084,-5.7727065,1.9181911,-6.265745,-3.5326514,-9.66763,-13.995027,-14.910797,-4.493154,addhatrital
0.30742526,0.11746037,1060.9866897723402,1623.658422568741,1630.1754990065028,0.04984137915462428,-319.46222,141.12473,30.742834,13.935076,-1.0419337,1.9943675,6.09494,4.433296,3.333657,-3.2222931,-5.0223317,-1.7865351,-4.4055057,0.65784055,-10.728943,-5.953655,-14.48163,-13.014248,-6.9775724,0.36835736,addhatrital
