chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.26119792,0.05083696,1838.7790033681968,2344.1717177901796,3948.6652648177537,0.07054167578809106,-406.87222,103.08923,36.861523,17.235744,4.1148257,0.9621694,0.38357335,-1.0238293,-0.012878098,-0.8339645,-1.9377975,-2.1817765,-2.7517602,0.024666674,-1.4473766,-1.119675,-2.4403915,-3.2571516,-6.3059916,-2.6662002,addhatrital
0.280492,0.04968842,1907.9756328030423,2370.626817185024,4075.710337069346,0.07981414255742049,-409.10883,99.88794,35.037018,16.5154,4.0218644,1.2729434,1.0872952,0.23530239,1.2400352,-0.6093062,-1.4230787,-1.834816,-2.4293385,0.39162117,-1.5906881,-1.3168409,-4.446373,-6.213159,-5.3021684,-0.18452077,addhatrital
0.26963407,0.16096127,1171.9340972574298,1650.5774900913336,1925.5171475764027,0.06037759111973948,-329.1397,124.68313,36.006065,20.495052,8.233332,8.567593,3.967095,-1.6844722,-3.693704,-4.2992206,-3.4958975,-0.17922062,-2.1153896,-3.2253468,-5.025166,0.3026835,-0.24920724,-1.9694511,-5.6145477,-7.635645,trital
0.2704586,0.15343404,1174.163415942752,1687.8492071237054,2017.4488336267605,0.0563075719944668,-332.26468,124.58686,36.627117,20.482132,8.534845,10.286641,4.9642663,-0.5955662,-2.6219525,-2.0778108,-1.2861788,1.0834427,-2.8886738,-3.2985528,-4.4426785,0.9212613,-2.8715353,-5.304444,-9.579878,-13.752962,trital
0.26003343,0.15742446,1200.320621262193,1693.0917018287835,2051.8649712294164,0.05498475704840319,-328.80267,122.44008,34.724102,19.53799,8.208969,11.24646,6.4359703,0.9217722,-0.89136595,-0.3543201,0.018548109,0.008275502,-3.6874776,-3.5006082,-3.9796062,-0.58667225,-7.125069,-9.7219,-13.758119,-17.191614,trital
0.28749996,0.15164384,1352.5922958369943,1784.3473836864737,2465.238775208939,0.06748217205668605,-333.70718,118.9957,32.758934,18.874956,7.5399694,11.359859,7.3401675,2.5229304,1.0178223,0.76951265,0.28002825,-1.3133881,-4.599392,-3.1627083,-3.9495542,-4.049821,-12.194876,-13.896456,-16.002174,-12.36221,trital
0.25866565,0.14956775,1303.5838862209862,1792.817129471651,2482.546099494485,0.054444316789215685,-336.52148,116.98862,32.67519,19.753769,10.187744,14.755846,9.773867,3.6513238,1.0126994,-0.018981619,-1.7942551,-4.4635086,-5.9456687,-3.5906048,-6.1439166,-9.584218,-16.091608,-13.651796,-9.626425,0.17556278,trital
0.26483628,0.1809109,1008.151609981602,1557.3167493937692,1494.9230116871204,0.04838531123481781,-314.81534,134.92622,41.45107,25.221842,10.272461,3.2100112,-4.0043526,-7.673144,-7.1353726,-2.7875953,-3.9322884,-4.930849,-7.176251,-2.7073426,-4.4161153,-3.057713,-2.1462715,-0.059703365,-7.202937,-7.820289,trital
0.2657785,0.17485896,1088.1193657881975,1597.675959371081,1678.5368228386976,0.0559320811501996,-320.0756,133.63722,40.239464,24.341852,7.822978,1.9008862,-2.571711,-5.9535384,-4.325511,-0.835053,-4.101866,-5.4913187,-6.129688,-1.804919,-4.964952,-1.7185978,-2.5612667,-4.339006,-9.31689,-5.4016275,trital
0.27449197,0.16778228,1151.8197783069447,1648.3473580064485,1887.914027829142,0.058727618035009865,-322.3952,128.8028,38.531464,24.329264,6.9686937,3.1426036,0.23654012,-3.442643,-2.8067365,-0.8189426,-4.400399,-5.9786415,-3.9422529,-1.6513444,-6.0473247,-2.4696147,-4.6171203,-7.797991,-7.4933443,-1.5238054,trital
0.2566649,0.16237973,1074.1796162350909,1664.977324775362,1921.8817926222277,0.04080987745715726,-320.368,131.46452,39.266388,25.354128,6.1488714,4.777103,2.2250352,-2.086752,-1.1559896,-0.67430437,-4.555391,-5.7929697,-3.947709,-2.931078,-7.956485,-2.3783865,-6.7052555,-7.11135,-3.0594862,0.05723201,trital
0.25891757,0.1464946,1236.5927548052937,1697.2218074778311,2122.7249829938983,0.059715895036279686,-309.99387,127.508575,25.721064,25.260935,6.5097294,4.2863193,4.0617695,4.3275647,1.408081,-5.164299,-6.4783792,-6.2986097,-5.5793514,-2.9370537,-9.251072,-3.2211547,-9.181579,-3.6488442,-1.2056074,-0.21724877,trital
0.29002115,0.14568135,1295.4628980632963,1743.1300219197335,2307.2325078934587,0.06446703975064767,-313.26846,126.96341,26.91755,23.258394,4.980141,5.7929587,5.3675184,5.7364283,2.9180534,-4.763453,-4.767,-3.836973,-5.818596,-6.173431,-9.502441,-5.595153,-10.176697,-0.20814107,-1.3660756,-1.6057208,trital
0.29855627,0.14612286,1206.7462930808372,1639.5732691519631,2012.378245931833,0.06265685718911918,-314.79004,134.25969,24.590637,20.410357,8.812886,6.9735785,3.4249387,1.9934233,-3.5156775,-7.5470004,-4.0390744,-1.8415766,-5.894583,-3.3380873,-7.4096704,-2.8507683,-0.5814014,1.441642,-4.4788117,-3.0661855,trital
0.26518023,0.15594856,1008.6007525484675,1523.5316337988218,1583.1784342908995,0.048234718041784704,-304.98062,136.41058,24.846256,23.99615,11.063861,7.905868,3.185646,0.021674829,-3.6359274,-7.548443,-1.6605343,0.20970745,-6.4848757,-6.0636926,-8.737959,-0.7677201,0.24229418,-0.5560349,-7.144829,-6.6052804,trital
0.26697508,0.14953864,1059.0999739928466,1579.5786679277817,1733.301878511236,0.04940967345505618,-308.7656,134.20529,25.724398,22.032639,10.196606,9.348211,4.0893054,1.964344,-2.082641,-4.872294,0.015278462,0.35414082,-8.381319,-6.124118,-6.665655,1.4708656,-2.1900234,-4.447405,-11.10548,-11.658901,trital
0.30722496,0.1366506,1399.6491929671618,1751.5488627441919,2454.8402283807545,0.07457465832800511,-322.30798,123.25138,20.944244,21.654497,9.279385,9.60691,6.510599,2.889745,-0.67024726,-2.9495041,0.20069695,-1.5393026,-9.050644,-6.2272243,-3.8865564,1.6337042,-7.400082,-8.130683,-13.925221,-15.270358,trital
0.2922936,0.14348193,1333.9974058631465,1725.3133480318484,2339.1563415527344,0.0673993428548177,-318.18698,125.38093,22.203384,20.587044,9.081932,10.550906,6.390036,4.6846356,1.2572365,-2.6896007,0.574236,-3.8769302,-9.341329,-3.3490422,-2.8704891,-2.8806698,-12.878883,-13.541583,-17.365932,-11.942895,trital
0.31353667,0.13469763,1392.1612110341491,1790.4288452483947,2510.7384410965474,0.06952700407608696,-326.73892,120.18407,22.368958,20.7062,10.961223,14.573377,9.5337105,6.616417,1.4997846,-3.2553587,-1.8068838,-6.1778407,-8.7784,-2.4438312,-4.186181,-8.950339,-16.306019,-12.052063,-10.622433,0.12869638,trital
0.2791222,0.16474417,1108.1226886142856,1586.9493199406068,1716.264468069756,0.05727835380936675,-303.27628,136.9712,31.421833,25.597757,11.070904,-0.28512725,-5.324624,-2.9412143,-6.117417,-5.177563,-2.9724143,-5.7823067,-10.943029,-2.1716704,-4.493393,-3.3445656,-2.5813298,1.7731383,-10.218035,-8.046711,trital
0.25397825,0.17080101,957.8605080120996,1519.440534585718,1429.9786325948817,0.04377665825208914,-293.8155,142.71739,31.187294,26.324888,8.93001,-1.4288,-4.1688757,-1.6336058,-3.552633,-4.190754,-3.6072042,-6.286103,-10.5147915,0.21163003,-5.822861,-2.1491203,-3.1095552,-4.2887707,-15.052855,-6.982617,trital
0.25033087,0.16826373,975.3973014425841,1530.6951500944288,1496.5576171875,0.04406084947183098,-294.56918,139.92203,29.872904,26.702492,7.942272,0.20570618,-1.1866852,-0.3160448,-1.0968438,-4.2560863,-4.2350883,-6.728229,-7.571864,0.31351343,-7.0224023,-3.0125887,-5.469994,-8.610995,-12.272967,-0.9654166,trital
0.25295076,0.16235085,1016.8050989765317,1574.9576890187413,1627.4758731617646,0.04435563287815126,-295.2102,137.89401,29.684256,25.549736,5.867221,1.0781395,0.36522335,0.67219704,-0.106958,-4.003462,-3.7854013,-4.9273105,-5.739584,-1.2577713,-10.076354,-4.0640197,-9.689962,-8.786197,-6.3491592,1.4347336,trital
0.28510362,0.14880066,1205.8180937451386,1613.961536537622,1904.7797864050513,0.0687964554028133,-316.5304,134.4735,26.54831,19.5577,10.444422,5.3995233,0.8157366,0.7251683,-3.712998,-8.355176,-7.3780565,-4.902598,-4.823334,-0.7617977,-4.8520064,-5.171313,-4.988966,2.0779498,-1.685943,-0.6383461,trital
0.2617754,0.1565379,961.2430725614796,1500.858478967603,1455.0594554227941,0.04621575192577031,-302.91187,142.2552,25.902119,21.333815,9.736361,4.579368,1.47187,2.188017,-3.2466822,-7.976818,-6.102482,-3.2326446,-5.45011,-2.2132626,-7.6360807,-5.5061507,-3.095764,2.1785083,-4.2897944,-2.5062451,trital
0.26958436,0.15870605,977.518520173318,1500.9983400334727,1480.6037454044117,0.046161042542016806,-300.59033,140.48885,25.235441,22.280317,9.338044,6.415584,2.3959599,1.8234679,-3.4939115,-8.459251,-4.800332,-1.8265699,-6.009503,-3.9274468,-8.469867,-3.079118,-0.6277431,1.7102844,-4.702488,-3.0819778,trital
0.26462364,0.15677851,1021.296219602744,1545.777682629723,1598.3065769962818,0.04966083126770538,-304.3414,135.28293,25.767681,22.637308,11.513475,7.9059997,3.123012,1.2646946,-4.1179934,-6.6924186,-3.0445566,0.7474951,-7.510409,-5.0858016,-9.318162,-0.41276273,-0.09898165,-1.2210963,-7.232316,-7.4012413,trital
0.26619548,0.15021302,1083.3626001551368,1619.9203781570461,1786.4911859685724,0.05012928355823864,-306.57227,132.09882,26.632673,21.107819,10.795361,9.03259,3.8276846,2.0891428,-2.8847895,-3.9588165,-0.6602568,1.5693817,-9.276263,-5.187421,-7.193294,2.2574823,-2.1250281,-4.388196,-10.58342,-12.305306,trital
0.25354108,0.15396728,1084.5372851476877,1606.768594109902,1822.2322773001047,0.04737964821927374,-301.18668,132.7741,23.294815,19.558409,9.242359,9.91055,5.2536283,3.5986629,-1.1403017,-3.2148159,-0.687051,-0.9858419,-10.843065,-3.9816325,-4.625804,1.3341576,-7.836868,-9.365549,-15.0078535,-16.558773,trital
0.30467758,0.1395094,1379.4232947118771,1773.7685313529275,2451.223895733173,0.06918694911858975,-319.46362,123.848076,23.808569,20.050634,10.008825,11.056013,6.4387813,5.6019287,0.96764016,-1.3946627,-1.0057931,-2.3235424,-10.235534,-2.3023047,-3.995587,-2.0695834,-12.952232,-13.450244,-17.117609,-12.450989,trital
0.31800425,0.13565694,1491.8736060007088,1846.0070888765897,2707.4646757130613,0.07891160769950124,-325.26755,116.745544,22.873995,19.264095,12.3811245,13.9312525,9.024358,7.624171,0.97840893,-2.5203426,-3.7147954,-4.4583044,-10.021388,-1.2466611,-5.200771,-7.9239182,-16.616247,-12.192366,-10.000853,-0.2906426,trital
0.3048549,0.16267824,1286.2663382881738,1635.0484878557745,2133.4435096153848,0.07448768028846153,-296.56628,136.92358,22.74329,17.2722,9.875621,5.379028,1.1409543,2.4550312,-3.813222,-7.072629,-8.890114,-3.3693829,-6.3369713,0.1041026,-6.913355,-5.523049,-6.663113,1.3772061,-1.9045008,-1.1981115,trital
0.33565652,0.15042916,1423.6876120783095,1719.047556689482,2428.8932685045315,0.08488865417296072,-303.918,131.81047,20.733122,16.804056,9.447531,5.8965697,2.1123717,3.605309,-3.130889,-6.632463,-7.7980514,-1.2571357,-6.1075573,-1.134184,-9.117593,-5.4248805,-3.4795008,1.6843398,-4.0106387,-3.3617759,trital
0.3205235,0.15175888,1328.8757647318114,1698.0813809841918,2357.4563991804066,0.0730025402607362,-298.65057,134.17201,18.534775,15.33343,7.5033264,6.5012493,3.3884351,3.5946681,-3.3977923,-6.4209733,-5.8253803,0.8620008,-6.799087,-3.472649,-11.338374,-3.8287847,-0.7120755,2.6126373,-3.3020117,-3.2294378,trital
0.31717002,0.15680939,1364.2070484042654,1680.711577544917,2333.1917019065368,0.07947785263761468,-300.3646,130.69739,19.052765,19.604744,10.162101,8.382891,4.0147448,2.1257913,-4.037939,-6.5127335,-3.517132,1.4144319,-7.642599,-4.9325185,-9.913236,-0.46864185,0.061967492,0.1311688,-6.358802,-5.809848,trital
0.28281972,0.16879836,1044.3544191088354,1517.787370272924,1626.1319788490853,0.0508493031358885,-284.49335,137.86768,22.107769,21.43527,10.948919,9.06896,2.7391722,1.2812742,-3.4650035,-4.167132,-0.3886579,1.0473663,-11.454573,-6.616186,-8.738499,2.4536061,-1.7733947,-3.7309222,-11.330518,-12.164084,trital
0.31277013,0.15761897,1348.8578513202606,1676.8514777232801,2285.3745725589056,0.07605487470047924,-296.20767,128.58582,18.52485,19.434654,9.933182,10.506354,4.540935,2.920215,-1.3361742,-2.3429186,-0.51393116,-2.0006373,-12.883283,-5.056,-5.554409,2.270289,-6.53774,-7.5534215,-13.53242,-15.144384,trital
0.2756244,0.17527571,1090.9876902157525,1523.5285842763171,1745.657626065341,0.052701936735139863,-280.00443,136.21674,18.47282,21.392195,9.638326,10.129651,4.5757346,4.058546,0.8473136,-1.6614671,-1.1097406,-5.0531883,-13.918623,-3.5802894,-4.5160475,-1.6810203,-14.263661,-13.521473,-18.203539,-13.067864,trital
0.29926682,0.16754565,1065.6109551296142,1546.4408744627574,1771.411392536569,0.046684535682624116,-287.0329,133.49792,19.771553,21.796152,12.204032,14.558382,7.9926066,6.45886,1.3269703,-2.663312,-4.119525,-7.8162766,-12.499839,-1.330524,-5.934432,-9.742336,-19.285418,-12.381074,-11.18957,-0.4784733,trital
0.28925747,0.18830122,994.4746414108162,1515.8044341249013,1525.1819268588363,0.046763873922413796,-270.8657,145.61053,28.035479,23.795706,9.828854,-0.5021478,-6.1363897,-1.6328794,-6.177876,-2.4190273,-3.3822873,-4.2587357,-12.679983,-0.9363497,-5.7536206,-3.0298135,-3.7577767,1.3049701,-12.671301,-10.284983,trital
0.26599407,0.19046988,964.2009200726571,1499.9081904218565,1440.8488948170732,0.04524512739547038,-269.5566,145.90326,28.036411,24.414444,9.187675,0.061770555,-3.5373218,-0.95347846,-3.6887825,-3.3256593,-6.2141147,-6.819657,-13.109283,0.8387152,-6.6286836,-1.6922002,-3.1472998,-4.140048,-15.88629,-7.744186,trital
0.27308217,0.1840336,1006.9476383324889,1521.993315931887,1554.2170826981708,0.04861205629355401,-271.87933,142.69681,26.182478,23.990847,7.7775273,1.2958965,-0.31904766,1.1016529,-1.1827673,-3.403726,-6.346245,-6.5987253,-10.198099,1.2566729,-8.80039,-2.4926748,-6.5150924,-9.288375,-13.045344,-1.590124,trital
0.28071156,0.18022384,1044.578832034959,1562.1852822346725,1665.4212951660156,0.04848904079861111,-273.14172,141.4381,26.525303,23.28347,6.0186234,1.8994329,0.48173872,1.5293822,-0.58139527,-3.6601236,-5.4591513,-4.0476537,-6.9106393,0.07087353,-11.805779,-4.333223,-11.448627,-10.242796,-7.1599317,1.687901,trital
0.25750402,0.17521814,1059.6874477260412,1555.681787561617,1691.9265747070312,0.049591064453125,-277.9463,137.86266,24.8768,24.013035,6.7229724,5.399109,3.4222975,5.11514,1.2838775,-4.780367,-8.172859,-4.666717,-6.929861,-2.7137501,-12.842724,-4.4322886,-12.077118,-4.7546988,-1.1870079,-0.046535704,trital
0.30894256,0.15623504,1409.3024881410042,1782.6845317047403,2532.324749490489,0.06937384753493789,-299.6343,126.13058,24.422337,21.220718,5.416058,6.728872,5.4568233,6.2677965,2.133634,-4.243651,-6.0819173,-2.7318313,-7.136323,-5.6633816,-11.993523,-5.5018864,-10.908398,0.11629048,-0.9845147,-2.309751,trital
0.2950516,0.17839329,1009.428002172874,1474.8988545612513,1556.5003919766436,0.04993985185986159,-275.42648,143.73225,20.774809,20.346338,9.4692745,6.562673,1.9811352,2.02347,-4.9129066,-7.7493725,-6.386976,-0.136082,-7.861193,-3.7430336,-11.73642,-3.879665,-0.54803395,2.678211,-4.4683394,-3.6090493,trital
0.27035937,0.17741722,997.6012785215968,1459.2630595113762,1519.2537633384147,0.05018578506097561,-280.99072,140.91702,20.303238,22.252604,11.574413,8.733325,3.1486425,0.82373357,-4.6346874,-7.241075,-3.3066397,0.7847873,-9.185516,-6.025293,-11.1291275,-0.6880596,-0.2559973,-0.21605553,-7.0755787,-6.178933,trital
0.33086067,0.14767459,1449.897526735678,1748.9125243855067,2488.830006450688,0.08305111573012232,-307.45413,126.312836,21.62809,19.454971,10.825135,9.550995,3.4194236,1.8253025,-3.131055,-3.574283,-1.061889,1.2657144,-10.724909,-5.1730285,-7.9513655,2.853985,-1.782639,-3.0931976,-10.116907,-10.588828,trital
0.27685252,0.17175388,1082.1089748909587,1523.7288187679774,1723.781678734756,0.05300148355836237,-282.64008,136.90019,19.617235,20.971207,10.763569,10.960917,4.7181063,3.1109006,-1.6256689,-2.9253488,-0.70919216,-2.612511,-13.4912,-5.610224,-6.135609,2.042042,-7.108255,-8.054198,-14.702496,-16.630491,trital
0.2828018,0.17555586,1112.6110612169043,1539.3954433373167,1801.4126365160034,0.054160358996539794,-278.42456,135.48138,18.411545,21.095186,9.6003895,10.653303,4.9754567,4.3689084,0.7456906,-1.6977928,-1.3781105,-5.1164155,-13.769204,-3.41007,-4.3800917,-1.7100064,-14.339664,-13.642501,-18.398146,-12.900879,trital
0.3034515,0.16910347,1127.9862996929273,1571.9743477614834,1887.0163283981644,0.05311680506993007,-287.29126,131.9915,18.908205,21.680832,11.880357,14.486347,8.233033,6.384312,0.97052383,-3.395933,-4.652462,-7.9357944,-12.455326,-1.4702028,-5.581781,-9.094183,-18.490896,-12.240308,-10.938784,-0.4879048,trital
0.27164957,0.20400003,984.594643415552,1405.3674086813614,1519.876984627016,0.051940074164746546,-245.90886,152.8926,13.48473,17.544456,8.927565,5.3194976,-0.94458055,1.0424517,-4.7531247,-8.068079,-9.331549,-4.0517964,-7.141633,-0.6052386,-8.552037,-8.348699,-8.3373785,2.602844,-2.1442277,-1.1603872,trital
0.34457558,0.16671428,1538.139904932672,1711.9616782078313,2670.6160261824325,0.09799936655405406,-286.29974,133.33948,12.999944,16.0496,8.321742,5.5004754,2.0191848,3.1853082,-3.868385,-6.8551607,-8.033507,-1.1199652,-6.8587947,-1.6669877,-9.513681,-5.969986,-3.9769132,2.5248322,-3.8718803,-2.9628973,trital
0.38019767,0.16257866,1574.2716413771273,1770.6913923649186,2821.648693084717,0.09519767761230469,-282.45242,130.47015,11.909689,17.272087,8.100913,7.4402614,3.2913046,2.8654046,-4.1213293,-7.0356507,-6.403237,-0.4744786,-8.056881,-3.5874174,-11.646992,-4.26812,-1.0548062,2.9006815,-3.9352896,-3.0302038,trital
0.3168121,0.19084933,1101.9714688047586,1488.55718782122,1839.2375963305994,0.05576790511877828,-249.7085,144.11806,10.0037155,22.588068,11.275863,9.146043,2.7473843,-0.68964416,-6.0892534,-8.760887,-4.0151396,0.82299757,-10.63618,-7.5119495,-13.605897,-0.32622957,-0.21845193,0.33407733,-8.163556,-5.264198,trital
0.315001,0.18619214,1147.1280247566317,1544.5394033437456,1949.2907770079185,0.0564727092760181,-251.26485,140.46074,12.321347,21.455656,10.347605,10.068143,2.0138257,0.7425765,-4.64295,-5.955449,-1.0071051,0.5874328,-14.055682,-8.330261,-10.895099,3.348779,-1.4668093,-2.7105641,-10.803885,-9.3182,trital
0.35704172,0.16193591,1606.832594184953,1785.6594309701381,2893.0615425109863,0.09650039672851562,-283.29315,125.32413,10.235811,19.132061,9.592638,10.660902,3.5102642,2.1669765,-2.1286356,-3.6213813,-0.7943653,-2.3300023,-14.018291,-6.0031533,-6.1475644,3.6105814,-6.19213,-6.258504,-11.7174635,-11.483183,trital
0.33337614,0.17647476,1442.2432743387083,1682.52956839199,2519.7885131835938,0.08256429036458333,-270.74225,129.82285,9.863886,20.611708,8.669491,9.950755,3.0499556,3.446934,0.36765674,-1.8336741,-1.5726765,-6.111729,-14.932361,-3.63745,-3.9966047,-0.34372613,-13.096684,-11.447915,-15.834182,-10.728115,trital
0.37042302,0.16176629,1574.6710098522587,1777.417104643503,2865.1170707793826,0.08953444036354581,-286.96445,123.31824,10.494449,20.01688,10.636509,13.635849,7.013319,5.817745,0.97455436,-3.5841155,-4.295855,-8.66086,-12.81635,-0.5159097,-3.7276006,-6.7402644,-16.311121,-8.726061,-8.704608,-0.57730556,trital
0.299042,0.21626778,991.3738280667487,1450.8956606822169,1534.3144665025684,0.05065862228881279,-243.99313,151.91786,21.935534,21.94373,7.8191767,0.3640807,-5.8844204,-2.524415,-6.8225465,-3.8349242,-4.2567644,-5.763041,-14.763844,-1.9428716,-5.692258,-2.0374937,-3.1113794,2.1303265,-12.916245,-9.713546,trital
0.289618,0.21010654,1035.3177212034564,1493.7345989450962,1645.857784726204,0.05073197391055046,-241.53827,150.01057,19.143778,22.03943,6.5941668,0.8959447,-3.4601264,-1.27645,-3.5625262,-4.811505,-6.201083,-6.2277927,-13.45215,2.2326436,-5.9021177,-1.3914772,-4.1887584,-4.858009,-17.547998,-8.537052,trital
0.34772083,0.17593491,1520.7315426298119,1766.470253116297,2661.9279191300675,0.09118605212355213,-278.25357,131.7449,19.559011,19.946548,6.6254444,3.3684807,0.6466003,1.3015573,-1.7605656,-4.9690785,-6.8988233,-5.316894,-8.673406,3.6517437,-7.0755515,-2.131805,-6.5357003,-8.566308,-12.160471,-1.8508836,trital
0.30081832,0.20146307,1095.2116540634966,1543.0054042804081,1800.2634730274322,0.05210248161764706,-241.01819,145.00122,17.381956,21.633276,4.1122785,2.993432,0.08477044,1.5033066,-0.67268157,-6.033567,-6.451827,-5.467412,-8.365972,1.3252723,-12.685923,-3.561255,-11.995165,-9.512695,-7.2032986,2.2506294,trital
0.33156234,0.17393766,1439.2593747485641,1738.9622429962967,2553.802590292008,0.07791287781762295,-269.78458,131.01227,16.37885,20.826748,5.344606,6.6827474,3.2028909,5.0490665,1.3128622,-5.373464,-7.8946676,-4.2713046,-6.814538,-2.1811461,-13.950395,-4.5808864,-12.330987,-3.9750497,-1.8206505,0.4090178,trital
0.3085236,0.19528064,1130.4661897238182,1567.115193919257,1923.5191379736991,0.054044559530542984,-249.23203,141.02672,16.96653,21.969841,3.6321936,7.505543,4.3673334,5.5662465,1.8464483,-6.578717,-6.9732223,-4.033434,-8.258787,-6.646585,-14.510834,-5.5436363,-12.619232,1.52941,-1.1462293,-1.8725523,trital
0.33509812,0.19412953,1070.2435305752522,1473.1751007170385,1799.784268465909,0.052789861505681816,-247.72548,147.80884,11.027142,19.587454,8.156646,7.1665907,2.494706,2.2155817,-4.5354095,-8.517235,-6.8790784,-0.7046507,-9.230155,-5.087834,-14.043151,-5.2527328,-0.91555774,3.483846,-4.6845994,-3.072215,trital
0.3250023,0.1915518,1086.6373632433488,1466.9291285825443,1778.0553089488637,0.05782137784090909,-253.02493,144.0838,10.988643,22.24006,10.628257,8.784665,2.0517695,-0.8887002,-5.877932,-8.701982,-3.398894,0.89249533,-9.86739,-7.054652,-12.595048,-0.43179724,-0.1027359,-0.09858929,-8.13781,-6.202803,trital
0.30996376,0.1903353,1099.9211666221277,1506.1835661479129,1870.843838778409,0.052820933948863634,-250.08322,142.92247,12.294375,22.358997,10.707994,10.389473,2.3770707,0.978157,-4.090033,-5.768976,-0.27346843,0.5847396,-13.078708,-8.562186,-10.707541,3.1876338,-1.3683857,-2.4736588,-10.620721,-9.574869,trital
0.37470317,0.1532525,1647.796926572528,1821.4021492460665,3019.8065812143536,0.0960503059648289,-292.33493,124.1121,11.735181,19.466736,10.418251,11.044087,3.8094723,2.4451454,-2.198367,-3.1111488,-0.36468315,-2.204331,-13.911809,-5.677212,-6.2899923,3.0792294,-6.0588436,-5.905894,-11.554361,-11.823754,trital
0.30082896,0.1937434,1158.9282050814486,1517.3065463141947,1956.522567958048,0.05719579409246575,-247.04733,139.5872,8.057457,22.489544,8.714947,9.946138,2.4929183,2.8628392,0.6907641,-2.337694,-0.89693105,-7.156687,-16.625687,-4.1218414,-4.353119,-0.020283494,-14.327585,-11.853031,-17.155655,-11.25402,trital
0.3267479,0.18676807,1167.432187457626,1527.5798327363489,2033.8999337012615,0.05640992330848624,-254.63339,137.09846,8.632969,22.175194,10.503465,13.891711,6.4674273,5.161045,0.97182584,-4.6370873,-4.5048914,-11.087205,-14.4461775,-1.179585,-4.4951096,-8.178079,-18.876997,-9.962445,-10.212344,-0.54171395,trital
0.29201895,0.14985728,1090.959010808575,1583.8253929887173,1791.1908609612944,0.047405417195431475,-257.3917,145.11644,16.578035,17.426558,5.806819,2.160213,-0.1536553,3.8513823,0.08854352,-7.1817484,-6.830269,-2.3894322,-5.956977,1.7949393,-11.151203,-7.7484074,-10.805354,4.3300157,-1.9131594,1.2765685,trital
0.28941742,0.1521638,1112.5624779835332,1595.0323167132665,1796.0003073445432,0.05034006186548223,-252.79604,142.46568,15.17629,16.594807,3.2510934,1.3129759,0.9938513,5.2623644,0.5145842,-7.2400937,-5.0490794,1.0647916,-5.992356,0.23775037,-14.818337,-7.6766415,-5.6119566,5.326805,-4.350389,-3.022948,trital
0.29307717,0.1525069,1147.6327901696732,1594.2036447387256,1832.2699925408292,0.05458689934045226,-257.21085,138.80249,14.485093,18.48742,4.2594843,3.322584,1.3428001,3.86809,0.014965632,-5.97142,-2.366365,2.6563551,-7.3889923,-2.2233953,-16.251978,-4.4164124,-1.8614864,3.6618075,-5.5933204,-3.350121,trital
0.29176202,0.15091996,1149.396123907263,1602.6853314421758,1852.181729403409,0.05342980587121212,-259.2775,135.33743,13.506523,20.784035,6.4069233,7.0731916,2.8781447,3.8811421,-0.056720406,-5.705533,-0.6964503,2.7039273,-9.689925,-4.800805,-17.286749,-0.96872056,-0.7338594,2.3991191,-6.370759,-3.2728188,trital
0.2918471,0.14104609,1178.1196045514591,1657.0059913488649,2011.2776857947335,0.045355627379441626,-264.4133,134.9061,15.425124,21.411123,7.136909,6.926044,1.6330205,3.3909981,0.5724373,-3.613201,2.8085237,3.1277685,-11.828741,-5.166407,-13.766305,4.539621,-2.1106477,-1.0779893,-10.252072,-8.12173,trital
0.28464904,0.14546855,1194.6056250714385,1654.4159406127658,2001.8149038461538,0.05307992788461539,-258.0464,133.4469,13.917365,20.358072,5.0512476,6.8597116,2.8523211,4.58087,2.8793414,-2.2688076,2.4308217,-2.0638378,-15.305385,-5.3648686,-9.150688,5.452989,-7.584274,-5.1119766,-13.727032,-13.155897,trital
0.27972803,0.14535221,1257.3149540335182,1698.08944058392,2109.329501065341,0.055220170454545456,-256.09433,128.68204,11.846781,20.535706,4.6561027,8.508394,3.1082487,6.009901,4.9050055,-1.5622121,1.9891032,-5.7723346,-14.101538,-1.3280547,-5.860089,1.1513456,-15.311161,-9.60243,-16.472546,-11.104702,trital
0.3162852,0.14080027,1298.7635662717382,1718.024002077626,2211.7753462357955,0.056879833491161616,-260.42795,125.31129,12.259358,22.885126,6.635727,10.247023,4.283965,6.8574705,6.530491,-0.7454686,0.25750867,-9.092479,-13.014,1.0107896,-6.8917823,-8.046686,-20.05238,-8.714613,-9.383321,0.8549847,trital
0.26189646,0.067344375,1688.6926235871115,2274.390021436822,3497.759064150528,0.056764414612676055,-383.773,103.15176,39.07282,19.970959,10.252172,4.8619285,4.367069,8.049411,3.0982265,-3.1314085,-5.038169,-4.053298,-3.7860498,-1.0972413,-5.706873,-3.0354598,-6.866934,-2.4225724,-0.88552237,-0.11214193,trital
0.24189928,0.10110338,1243.309955150717,1892.6700595920584,2316.2144448723593,0.046245048415492956,-341.02872,120.48502,36.036648,20.915005,6.1269174,6.8784256,5.035057,4.1636477,1.5650707,-4.4129043,-5.091278,-4.773486,-3.7149034,-2.9042783,-9.757708,-5.3924737,-10.281907,-4.4768486,-1.5433466,-0.61604464,trital
